Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.621_1O2	Peptides.621_1O3	Peptides.621_1O4	Peptides.621_C3	Peptides.815_03_O1	Peptides.815_03_O2	Peptides.815_03_O5	Peptides.815_1_O6	Peptides.815_C_O4	Peptides.815_C_O5	Peptides.819_OOMP2_black_3_O4	Peptides.819_OOMP2_black_3_O5	Peptides.819_OOMP2_black_C_O4	Peptides.819_OOMP2_black_C_O5	Peptides.819_OOMP2_blue_1_only5	Razor...unique.peptides.621_1O2	Razor...unique.peptides.621_1O3	Razor...unique.peptides.621_1O4	Razor...unique.peptides.621_C3	Razor...unique.peptides.815_03_O1	Razor...unique.peptides.815_03_O2	Razor...unique.peptides.815_03_O5	Razor...unique.peptides.815_1_O6	Razor...unique.peptides.815_C_O4	Razor...unique.peptides.815_C_O5	Razor...unique.peptides.819_OOMP2_black_3_O4	Razor...unique.peptides.819_OOMP2_black_3_O5	Razor...unique.peptides.819_OOMP2_black_C_O4	Razor...unique.peptides.819_OOMP2_black_C_O5	Razor...unique.peptides.819_OOMP2_blue_1_only5	Unique.peptides.621_1O2	Unique.peptides.621_1O3	Unique.peptides.621_1O4	Unique.peptides.621_C3	Unique.peptides.815_03_O1	Unique.peptides.815_03_O2	Unique.peptides.815_03_O5	Unique.peptides.815_1_O6	Unique.peptides.815_C_O4	Unique.peptides.815_C_O5	Unique.peptides.819_OOMP2_black_3_O4	Unique.peptides.819_OOMP2_black_3_O5	Unique.peptides.819_OOMP2_black_C_O4	Unique.peptides.819_OOMP2_black_C_O5	Unique.peptides.819_OOMP2_blue_1_only5	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.621_1O2	Identification.type.621_1O3	Identification.type.621_1O4	Identification.type.621_C3	Identification.type.815_03_O1	Identification.type.815_03_O2	Identification.type.815_03_O5	Identification.type.815_1_O6	Identification.type.815_C_O4	Identification.type.815_C_O5	Identification.type.819_OOMP2_black_3_O4	Identification.type.819_OOMP2_black_3_O5	Identification.type.819_OOMP2_black_C_O4	Identification.type.819_OOMP2_black_C_O5	Identification.type.819_OOMP2_blue_1_only5	Sequence.coverage.621_1O2....	Sequence.coverage.621_1O3....	Sequence.coverage.621_1O4....	Sequence.coverage.621_C3....	Sequence.coverage.815_03_O1....	Sequence.coverage.815_03_O2....	Sequence.coverage.815_03_O5....	Sequence.coverage.815_1_O6....	Sequence.coverage.815_C_O4....	Sequence.coverage.815_C_O5....	Sequence.coverage.819_OOMP2_black_3_O4....	Sequence.coverage.819_OOMP2_black_3_O5....	Sequence.coverage.819_OOMP2_black_C_O4....	Sequence.coverage.819_OOMP2_black_C_O5....	Sequence.coverage.819_OOMP2_blue_1_only5....	Intensity	Intensity.621_1O2	Intensity.621_1O3	Intensity.621_1O4	Intensity.621_C3	Intensity.815_03_O1	Intensity.815_03_O2	Intensity.815_03_O5	Intensity.815_1_O6	Intensity.815_C_O4	Intensity.815_C_O5	Intensity.819_OOMP2_black_3_O4	Intensity.819_OOMP2_black_3_O5	Intensity.819_OOMP2_black_C_O4	Intensity.819_OOMP2_black_C_O5	Intensity.819_OOMP2_blue_1_only5	LFQ.intensity.621_1O2	LFQ.intensity.621_1O3	LFQ.intensity.621_1O4	LFQ.intensity.621_C3	LFQ.intensity.815_03_O1	LFQ.intensity.815_03_O2	LFQ.intensity.815_03_O5	LFQ.intensity.815_1_O6	LFQ.intensity.815_C_O4	LFQ.intensity.815_C_O5	LFQ.intensity.819_OOMP2_black_3_O4	LFQ.intensity.819_OOMP2_black_3_O5	LFQ.intensity.819_OOMP2_black_C_O4	LFQ.intensity.819_OOMP2_black_C_O5	LFQ.intensity.819_OOMP2_blue_1_only5	MS.MS.count.621_1O2	MS.MS.count.621_1O3	MS.MS.count.621_1O4	MS.MS.count.621_C3	MS.MS.count.815_03_O1	MS.MS.count.815_03_O2	MS.MS.count.815_03_O5	MS.MS.count.815_1_O6	MS.MS.count.815_C_O4	MS.MS.count.815_C_O5	MS.MS.count.819_OOMP2_black_3_O4	MS.MS.count.819_OOMP2_black_3_O5	MS.MS.count.819_OOMP2_black_C_O4	MS.MS.count.819_OOMP2_black_C_O5	MS.MS.count.819_OOMP2_blue_1_only5	MS.MS.count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Oxidation..M..site.IDs	Oxidation..M..site.positions
Q2KJH9;F1N2L9	Q2KJH9;F1N2L9	5;4	5;4	5;4	sp|Q2KJH9|AL9A1_BOVIN 4-trimethylaminobutyraldehyde dehydrogenase OS=Bos taurus OX=9913 GN=ALDH9A1 PE=2 SV=1;tr|F1N2L9|F1N2L9_BOVIN 4-trimethylaminobutyraldehyde dehydrogenase OS=Bos taurus OX=9913 GN=ALDH9A1 PE=3 SV=3	2	5	5	5	1	2	0	0	1	0	1	1	1	1	0	2	1	0	0	1	2	0	0	1	0	1	1	1	1	0	2	1	0	0	1	2	0	0	1	0	1	1	1	1	0	2	1	0	0	15.2	15.2	15.2	53.977	494	494;520	0	28.196	By MS/MS	By MS/MS			By MS/MS		By matching	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching			2.4	4.9	0	0	2.4	0	2.4	2.4	2.4	2.4	0	7.9	2.4	0	0	55814000	0	13466000	0	0	6595000	0	5060700	0	5992900	6699200	0	11065000	6934100	0	0	0	0	0	0	0	0	0	0	0	0	0	8810400	0	0	0	1	2	0	0	0	0	0	1	1	1	0	3	0	0	0	9				1854	3752;6386;9965;13717;16184	True;True;True;True;True	3803;6474;10118;13973;16482	28968;49631;79086;79087;109342;129669;129670;129671;129672;129673;129674	29537;50932;81016;81017;111690;111691;132801;132802;132803;132804	29537;50932;81017;111691;132803		
Q2KJJ8	Q2KJJ8	2	2	2	sp|Q2KJJ8|PLD3_BOVIN 5-3 exonuclease PLD3 OS=Bos taurus OX=9913 GN=PLD3 PE=2 SV=1	1	2	2	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	3.9	3.9	3.9	54.619	490	490	0	2.9437		By MS/MS			By MS/MS				By MS/MS							0	2.2	0	0	1.6	0	0	0	1.6	0	0	0	0	0	0	29678000	0	21490000	0	0	8188400	0	0	0	0	0	0	0	0	0	0	0	10563000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	3				1855	11594;15987	True;True	11806;16283	91669;91670;127953	93899;93900;131051	93899;131051		
Q2NKR1	Q2NKR1	3	3	3	sp|Q2NKR1|TIM10_BOVIN Mitochondrial import inner membrane translocase subunit Tim10 OS=Bos taurus OX=9913 GN=TIMM10 PE=3 SV=1	1	3	3	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	54.4	54.4	54.4	10.333	90	90	0	13.111		By MS/MS			By MS/MS							By MS/MS				0	16.7	0	0	26.7	0	0	0	0	0	0	11.1	0	0	0	14574000	0	14574000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7163200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	4				1856	7501;9789;16865	True;True;True	7605;9927;17171	57318;77805;77806;135107	58407;79772;79773;138438	58407;79773;138438		
Q2NKR5;A0A3Q1LUU1	Q2NKR5;A0A3Q1LUU1	2;1	2;1	2;1	tr|Q2NKR5|Q2NKR5_BOVIN Adiposis regulatory factor OS=Bos taurus OX=9913 GN=ADIRF PE=1 SV=1;tr|A0A3Q1LUU1|A0A3Q1LUU1_BOVIN Adiposis regulatory factor OS=Bos taurus OX=9913 GN=ADIRF PE=1 SV=1	2	2	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	42.1	42.1	42.1	7.9127	76	76;137	5.5036e-4	2.4449	By MS/MS	By MS/MS							By matching							13.2	28.9	0	0	0	0	0	0	13.2	0	0	0	0	0	0	22927000	7170500	9195300	0	0	0	0	0	0	6561500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6065000	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3				1857	1611;14853	True;True	1633;15128	11850;11851;117949;117950	12367;120592;120593	12367;120592		
Q2NKR7	Q2NKR7	2	2	2	sp|Q2NKR7|F162A_BOVIN Protein FAM162A OS=Bos taurus OX=9913 GN=FAM162A PE=2 SV=1	1	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8	12.8	12.8	17.736	156	156	0	3.1798		By MS/MS														0	12.8	0	0	0	0	0	0	0	0	0	0	0	0	0	16686000	0	16686000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2				1858	6488;12174	True;True	6577;12396	50351;96906	51641;98847	51641;98847		
Q2NKT5;A0A3Q1N8S2	Q2NKT5;A0A3Q1N8S2	6;3	6;3	6;3	tr|Q2NKT5|Q2NKT5_BOVIN Protein transport protein Sec61 subunit beta OS=Bos taurus OX=9913 GN=SEC61B PE=1 SV=1;tr|A0A3Q1N8S2|A0A3Q1N8S2_BOVIN SEC61 translocon subunit beta OS=Bos taurus OX=9913 GN=SEC61B PE=1 SV=1	2	6	6	6	5	4	2	3	4	3	3	3	5	3	3	4	4	4	3	5	4	2	3	4	3	3	3	5	3	3	4	4	4	3	5	4	2	3	4	3	3	3	5	3	3	4	4	4	3	51	51	51	9.9443	96	96;155	0	118.57	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	40.6	36.5	25	36.5	36.5	25	36.5	25	46.9	36.5	31.2	36.5	36.5	36.5	36.5	1741000000	247260000	305860000	41578000	141640000	93080000	144180000	20802000	8360500	28628000	26996000	105170000	219590000	108060000	83943000	165850000	290370000	151200000	83719000	203480000	143720000	227620000	71553000	20616000	46805000	68023000	139470000	69455000	74269000	101490000	104710000	7	7	1	4	5	8	3	0	5	2	4	7	4	4	4	65				1860	4432;11154;11155;11156;12415;14860	True;True;True;True;True;True	4488;11361;11362;11363;12645;15135	34440;88273;88274;88275;88276;88277;88278;88279;88280;88281;88282;88283;88284;88285;88286;88287;88288;88289;88290;88291;88292;88293;88294;88295;88296;88297;88298;88299;88300;88301;88302;88303;88304;88305;88306;88307;88308;88309;88310;88311;88312;88313;88314;88315;88316;88317;88318;88319;88320;88321;88322;88323;88324;88325;88326;88327;88328;98748;117963;117964;117965;117966;117967;117968;117969;117970;117971;117972;117973;117974;117975;117976	35234;90309;90310;90311;90312;90313;90314;90315;90316;90317;90318;90319;90320;90321;90322;90323;90324;90325;90326;90327;90328;90329;90330;90331;90332;90333;90334;90335;90336;90337;90338;90339;90340;90341;90342;90343;90344;90345;90346;90347;90348;90349;90350;90351;90352;90353;90354;90355;90356;90357;90358;90359;90360;100815;120609;120610;120611;120612;120613;120614;120615;120616;120617;120618;120619;120620	35234;90310;90334;90351;100815;120610		
Q2NKU4	Q2NKU4	6	6	6	tr|Q2NKU4|Q2NKU4_BOVIN Calcium regulated heat stable protein 1 OS=Bos taurus OX=9913 GN=CARHSP1 PE=1 SV=1	1	6	6	6	1	2	3	1	2	1	1	0	2	1	0	1	3	0	1	1	2	3	1	2	1	1	0	2	1	0	1	3	0	1	1	2	3	1	2	1	1	0	2	1	0	1	3	0	1	68.7	68.7	68.7	15.891	147	147	0	55.729	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS		By MS/MS	By MS/MS		By matching	7.5	26.5	33.3	10.9	25.9	8.2	17.7	0	25.2	17.7	0	8.2	50.3	0	8.2	227690000	7447400	75537000	12517000	6933300	20965000	0	0	0	0	22410000	0	3672600	76157000	0	2051500	0	33436000	23876000	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	1	1	2	0	2	2	0	1	2	0	0	20				1861	1636;4750;5549;9031;9032;13571	True;True;True;True;True;True	1658;4810;5615;9157;9158;13825	11996;11997;11998;11999;12000;12001;12002;12003;12004;36915;42492;42493;42494;71483;71484;108038;108039;108040;108041;108042;108043;108044	12495;12496;12497;12498;12499;12500;12501;37733;43348;43349;43350;73219;73220;110277;110278;110279;110280;110281;110282;110283	12496;37733;43348;73219;73220;110280		
Q2NKU6	Q2NKU6	2	2	2	sp|Q2NKU6|DPY30_BOVIN Protein dpy-30 homolog OS=Bos taurus OX=9913 GN=DPY30 PE=3 SV=1	1	2	2	2	0	2	0	1	0	0	0	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	1	27.3	27.3	27.3	11.25	99	99	0	3.4318		By MS/MS		By MS/MS					By matching				By MS/MS		By MS/MS	0	27.3	0	11.1	0	0	0	0	11.1	0	0	0	16.2	0	16.2	35536000	0	7827300	0	5827900	0	0	0	0	379330	0	0	0	9904200	0	11597000	0	3847300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	4				1862	3602;6976	True;True	3651;7075	27935;27936;27937;53923;53924;53925	28532;28533;28534;55119;55120	28533;55119		
Q2NKY7	Q2NKY7	7	7	7	sp|Q2NKY7|SEPT2_BOVIN Septin-2 OS=Bos taurus OX=9913 GN=SEPTIN2 PE=2 SV=1	1	7	7	7	2	4	1	3	3	0	0	0	0	0	0	1	2	3	1	2	4	1	3	3	0	0	0	0	0	0	1	2	3	1	2	4	1	3	3	0	0	0	0	0	0	1	2	3	1	23.5	23.5	23.5	41.571	361	361	0	10.572	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS							By MS/MS	By MS/MS	By MS/MS	By matching	7.8	17.2	3	10.8	9.7	0	0	0	0	0	0	4.7	10	12.2	4.7	113320000	13146000	27796000	15957000	8071500	13922000	0	0	0	0	0	0	10516000	9774200	11284000	2858300	0	0	0	9173700	16642000	0	0	0	0	0	0	0	0	15135000	0	2	6	1	2	3	0	0	0	0	0	0	1	3	3	0	21				1863	1607;5232;6430;7691;9666;10231;16882	True;True;True;True;True;True;True	1629;5297;6519;7797;9796;10401;17188	11831;11832;11833;11834;11835;11836;11837;11838;40187;40188;49890;49891;49892;49893;58818;76837;81254;135168;135169;135170;135171	12351;12352;12353;12354;12355;12356;12357;12358;41058;41059;51182;51183;51184;59948;78831;83068;138514;138515;138516;138517;138518	12352;41058;51182;59948;78831;83068;138514		
Q2NKZ1;A0A3Q1MUU9	Q2NKZ1;A0A3Q1MUU9	20;19	20;19	20;19	sp|Q2NKZ1|TCPH_BOVIN T-complex protein 1 subunit eta OS=Bos taurus OX=9913 GN=CCT7 PE=1 SV=1;tr|A0A3Q1MUU9|A0A3Q1MUU9_BOVIN T-complex protein 1 subunit eta OS=Bos taurus OX=9913 GN=CCT7 PE=3 SV=1	2	20	20	20	6	13	3	7	10	4	9	2	9	6	5	4	11	9	8	6	13	3	7	10	4	9	2	9	6	5	4	11	9	8	6	13	3	7	10	4	9	2	9	6	5	4	11	9	8	37.4	37.4	37.4	59.442	543	543;540	0	83.446	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.8	26	8.3	14	18.8	7.2	14.9	3.7	20.6	8.8	9	6.3	19.5	16.9	11.6	985570000	36150000	186330000	21454000	34773000	81384000	52564000	59342000	16684000	139950000	42231000	50834000	69829000	94418000	42795000	56827000	44250000	65369000	0	55472000	83116000	83679000	80413000	0	108760000	80554000	79051000	61313000	66932000	81228000	67864000	10	18	4	8	8	2	9	2	9	6	6	4	9	7	9	111				1864	1019;1742;2253;2254;4668;4870;5088;6598;8677;8997;10165;11507;11672;12293;13161;14094;14378;14577;14609;16935	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1028;1767;2288;2289;4728;4932;5150;6695;8796;9123;10331;11719;11887;12515;13411;14353;14641;14844;14878;17241	7545;7546;7547;7548;7549;7550;7551;7552;12809;12810;12811;12812;12813;12814;12815;12816;12817;12818;12819;12820;17000;17001;17002;17003;17004;17005;36318;36319;36320;36321;36322;37926;37927;37928;37929;37930;37931;37932;37933;37934;37935;37936;37937;39255;39256;39257;39258;39259;39260;39261;39262;39263;39264;39265;51128;68743;68744;68745;68746;68747;68748;68749;68750;68751;68752;68753;68754;68755;68756;68757;68758;68759;68760;68761;68762;68763;68764;68765;68766;71309;71310;71311;80784;80785;80786;80787;80788;80789;80790;80791;80792;80793;91200;91201;91202;91203;92350;92351;92352;92353;92354;92355;97736;104401;104402;104403;104404;104405;112229;112230;112231;114272;114273;114274;115837;115838;115839;115840;115841;115842;115843;116059;135742	7920;7921;7922;7923;7924;7925;7926;7927;13321;13322;13323;13324;13325;13326;13327;13328;13329;13330;17741;17742;17743;17744;17745;17746;17747;37193;37194;37195;37196;38820;38821;38822;38823;38824;38825;38826;38827;38828;38829;38830;40119;40120;40121;40122;40123;40124;40125;40126;40127;40128;40129;52433;70565;70566;70567;70568;70569;70570;70571;70572;70573;70574;70575;70576;70577;70578;70579;70580;70581;70582;70583;70584;70585;70586;70587;73057;73058;73059;82604;82605;82606;82607;82608;82609;82610;82611;82612;82613;93434;93435;93436;93437;94646;94647;94648;94649;94650;94651;99763;106561;106562;106563;106564;106565;114603;116685;116686;116687;116688;118382;118383;118384;118385;118585;139255	7923;13325;17741;17746;37193;38823;40121;52433;70573;73059;82609;93434;94649;99763;106561;114603;116686;118382;118585;139255		
Q2NL04	Q2NL04	2	2	2	tr|Q2NL04|Q2NL04_BOVIN TAP binding protein OS=Bos taurus OX=9913 GN=TAPBP PE=1 SV=1	1	2	2	2	2	2	0	1	1	0	1	0	0	0	1	1	1	1	1	2	2	0	1	1	0	1	0	0	0	1	1	1	1	1	2	2	0	1	1	0	1	0	0	0	1	1	1	1	1	6	6	6	47.985	447	447	5.5127e-4	2.4508	By MS/MS	By MS/MS		By MS/MS	By MS/MS		By matching				By matching	By MS/MS	By MS/MS	By MS/MS	By matching	6	6	0	3.6	3.6	0	3.6	0	0	0	3.6	3.6	3.6	3.6	3.6	90167000	10080000	35396000	0	12084000	10861000	0	4078300	0	0	0	10276000	0	4249000	0	3142200	0	17398000	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	0	0	0	0	0	0	1	1	1	0	10				1865	11372;15544	True;True	11582;15832	90066;90067;90068;90069;90070;90071;90072;90073;90074;90075;90076;90077;90078;124252;124253	92213;92214;92215;92216;92217;92218;92219;92220;127175;127176	92217;127175		
Q2NL22;Q9XT93;A0A3Q1M8I1	Q2NL22	8;1;1	6;0;0	6;0;0	sp|Q2NL22|IF4A3_BOVIN Eukaryotic initiation factor 4A-III OS=Bos taurus OX=9913 GN=EIF4A3 PE=2 SV=3	3	8	6	6	4	5	4	6	3	3	3	3	3	4	4	3	3	3	4	3	4	3	4	2	2	2	2	2	3	3	2	2	2	3	3	4	3	4	2	2	2	2	2	3	3	2	2	2	3	19.2	13.1	13.1	46.84	411	411;63;96	0	78.94	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.5	13.1	7.5	13.4	7.3	7.3	7.3	7.3	7.3	7.5	7.5	7.3	7.3	7.3	7.5	481000000	46188000	100160000	19322000	78156000	34391000	52637000	12655000	8344200	18819000	3854800	8680400	33522000	15738000	12565000	35972000	55354000	45040000	37207000	50405000	36214000	87952000	13904000	16568000	17475000	0	16854000	28264000	16595000	22006000	35929000	3	4	6	4	4	4	1	1	2	3	3	2	3	2	3	45				1866	230;231;232;7300;7429;15809	True;True;True;False;True;True;False;True	230;231;232;4929;7403;7533;12295;16102	1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;1492;1493;1494;1495;1496;1497;1498;1499;1500;1501;1502;1503;1504;1505;1506;1507;1508;1509;1510;1511;1512;1513;1514;1515;1516;1517;1518;37880;37881;37882;37883;37884;37885;37886;37887;37888;37889;37890;37891;37892;37893;37894;37895;37896;37897;37898;37899;37900;37901;37902;37903;37904;37905;37906;37907;37908;37909;37910;37911;37912;37913;37914;37915;37916;37917;37918;37919;37920;55972;56822;96317;126590	1460;1461;1462;1463;1464;1465;1466;1467;1468;1469;1470;1471;1472;1473;1474;1475;1476;1477;1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;1492;1493;1494;1495;1496;1497;1498;1499;1500;1501;38768;38769;38770;38771;38772;38773;38774;38775;38776;38777;38778;38779;38780;38781;38782;38783;38784;38785;38786;38787;38788;38789;38790;38791;38792;38793;38794;38795;38796;38797;38798;38799;38800;38801;38802;38803;38804;38805;38806;38807;38808;38809;38810;38811;38812;38813;38814;38815;57100;57929;98307;129725	1468;1482;1500;38791;57100;57929;98307;129725		
Q2NL26	Q2NL26	5	5	5	sp|Q2NL26|TKTL1_BOVIN Transketolase-like protein 1 OS=Bos taurus OX=9913 GN=TKTL1 PE=2 SV=1	1	5	5	5	1	1	1	1	1	0	3	2	2	2	0	1	1	1	1	1	1	1	1	1	0	3	2	2	2	0	1	1	1	1	1	1	1	1	1	0	3	2	2	2	0	1	1	1	1	11.1	11.1	11.1	64.966	596	596	0	5.2543	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.7	1.7	1.5	1.7	1.7	0	6.5	3.2	3.2	4.7	0	1.7	1.7	1.7	1.7	102940000	0	9126000	0	12636000	5428700	0	35207000	4873700	11556000	12769000	0	0	8081800	3256000	0	0	0	0	0	0	0	43854000	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	2	2	2	0	1	1	1	1	16				1867	4829;7096;8440;15579;15653	True;True;True;True;True	4891;7195;8558;15867;15943	37443;54726;54727;54728;66241;66242;66243;66244;66245;66246;66247;66248;66249;66250;66251;66252;66253;124798;125385	38280;55912;55913;55914;67751;67752;67753;67754;67755;67756;67757;67758;67759;67760;67761;67762;127819;128449	38280;55912;67753;127819;128449		
Q2NL36	Q2NL36	2	2	2	tr|Q2NL36|Q2NL36_BOVIN Diablo homolog, mitochondrial OS=Bos taurus OX=9913 GN=DIABLO PE=2 SV=1	1	2	2	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	8	8	8	26.971	238	238	0	2.6713	By MS/MS		By matching						By matching							8	0	5	0	0	0	0	0	5	0	0	0	0	0	0	19140000	7424700	0	8631000	0	0	0	0	0	3084500	0	0	0	0	0	0	7424700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				1868	7818;12863	True;True	7925;13112	60297;60298;60299;102328	61554;104518	61554;104518		
Q2T9L9	Q2T9L9	3	3	3	sp|Q2T9L9|T2FB_BOVIN General transcription factor IIF subunit 2 OS=Bos taurus OX=9913 GN=GTF2F2 PE=2 SV=1	1	3	3	3	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	9.6	9.6	9.6	28.446	249	249	0	10.543		By MS/MS		By MS/MS							By MS/MS	By MS/MS	By MS/MS		By MS/MS	0	4.8	0	4.4	0	0	0	0	0	0	4.8	4.8	4.8	0	4.8	8865300	0	2693900	0	0	0	0	0	0	0	0	0	6171400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4913700	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	6				1869	487;9078;12131	True;True;True	488;9207;12351	3533;3534;3535;3536;71853;96643	3637;3638;3639;3640;73572;98595	3640;73572;98595		
